TypeID,Name,vtable offset,~Entity,create_rendering_info,update_state_machine,kill,on_collision1,destroy,apply_texture,format_shopitem_name,generate_damage_particles,get_type_field_a8,can_be_pushed,v11,is_in_liquid,check_type_properties_flags_19,get_type_field_60,set_invisible,flip,set_draw_depth,reset_draw_depth,friction,set_as_sound_source,remove_item,get_held_entity,v23,trigger_action,activate,on_collision2,get_metadata,apply_metadata,on_walked_on_by,on_walked_off_by,on_ledge_grab,on_stood_on_by,toggle_backlayer_illumination,v34,liberate_from_shop,apply_db,END OF ENTITY,can_jump,get_collision_info,sprint_factor,calculate_jump_velocity,get_animation_map,apply_velocity,get_damage,get_stomp_damage,is_on_fire,attack,thrown_into,damage,on_hit,get_damage_sound,stun,freeze,light_on_fire,set_cursed,on_spiderweb_collision,set_last_owner_uid_b127,get_last_owner_uid,check_out_of_bounds,set_standing_on,standing_on,on_stomped_on_by,on_thrown_by,copy_extra_info,get_type_id,doesnt_have_spikeshoes,is_player_mount_or_monster,pick_up,can_be_picked_up_by,drop,collect_treasure,apply_movement,damage_entity,v73,is_powerup_capable,initialize,check_is_falling,v77,process_input,post_collision_damage_related,on_picked_up,on_release,generate_fall_poof_particles,handle_fall_logic,apply_friction,can_break_block,break_block,v87,v88,v89,on_crushed_by,on_fall_onto,on_body_destruction,END OF MOVABLE,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,
11,ENT_TYPE_FLOOR_TUNNEL_CURRENT,10586,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2298dd50,END OF ENTITY,0x22928d00,0x2298de20,0x2287cbd0
12,ENT_TYPE_FLOOR_TUNNEL_NEXT,10546,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2298e460,END OF ENTITY,0x22928d00,0x2298e540,0x2287cbd0
13,ENT_TYPE_FLOOR_PLATFORM,10386,0x2287aed0,0x227fcd90,ret,0x2297d3f0,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x22928bd0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
14,ENT_TYPE_FLOOR_PAGODA_PLATFORM,10386,0x2287aed0,0x227fcd90,ret,0x2297d3f0,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x22928bd0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
15,ENT_TYPE_FLOOR_LADDER,8786,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x22928bd0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
16,ENT_TYPE_FLOOR_LADDER_PLATFORM,10346,0x2287aed0,0x227fcd90,ret,0x22975730,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x22928bd0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
17,ENT_TYPE_FLOOR_VINE,10306,0x2287aed0,0x227fcd90,0x2298f070,0x2298f4a0,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2298ed80,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
18,ENT_TYPE_FLOOR_VINE_TREE_TOP,8786,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x22928bd0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
19,ENT_TYPE_FLOOR_GROWABLE_VINE,10306,0x2287aed0,0x227fcd90,0x2298f070,0x2298f4a0,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2298ed80,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
20,ENT_TYPE_FLOOR_CLIMBING_POLE,10266,0x2287aed0,0x227fcd90,0x22969740,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x22928bd0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
21,ENT_TYPE_FLOOR_GROWABLE_CLIMBING_POLE,10266,0x2287aed0,0x227fcd90,0x22969740,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x22928bd0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
22,ENT_TYPE_FLOOR_DOOR_ENTRANCE,48014,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296be60,0x2296c020,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c070,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,ret,ret,0x22935530,0x2296c150,0x2288f7f0,0x2288fa00,0x2296c160
23,ENT_TYPE_FLOOR_DOOR_EXIT,10134,0x2287aed0,0x227fcd90,0x2296d1f0,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296be60,0x2296c020,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c7b0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,0x2296ebf0,0x2296dbc0,0x2296ee00,0x2296c150,0x2288f7f0,0x2288fa00,0x2296f1b0
24,ENT_TYPE_FLOOR_DOOR_MAIN_EXIT,10086,0x2287aed0,0x227fcd90,0x229709c0,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x22970a40,0x22970be0,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x229703f0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,0x2296ebf0,0x2296dbc0,0x22970c70,0x2296c150,0x2288f7f0,0x2288fa00,0x22970b60
25,ENT_TYPE_FLOOR_DOOR_STARTING_EXIT,10038,0x2287aed0,0x227fcd90,0x2296d1f0,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296be60,0x2296c020,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c7b0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,0x2296ebf0,0x2296dbc0,0x229713c0,0x2296c150,0x2288f7f0,0x2288fa00,0x2296f1b0
26,ENT_TYPE_FLOOR_DOOR_LAYER,9990,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296f950,0x2296f8e0,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c070,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,ret,ret,0x228e8d90,0x2296c150,0x2288f7f0,0x2288fa00,0x2296c160
27,ENT_TYPE_FLOOR_DOOR_LAYER_DROP_HELD,9942,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296f950,0x2296f8e0,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c070,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,ret,0x2296f9a0,0x228e8d90,0x2296c150,0x2288f7f0,0x2288fa00,0x2296c160
28,ENT_TYPE_FLOOR_DOOR_GHISTSHOP,9894,0x2287aed0,0x227fcd90,0x2296f410,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296f950,0x2296f8e0,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c070,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,ret,ret,0x228e8d90,0x2296c150,0x2288f7f0,0x2288fa00,0x2296c160
29,ENT_TYPE_FLOOR_DOOR_LOCKED,9846,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296fb60,0x2296ffe0,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296fa80,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,ret,ret,0x228e8d90,0x2296c150,0x2288f7f0,0x228903d0,0x22970060
30,ENT_TYPE_FLOOR_DOOR_LOCKED_PEN,9798,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x22970370,0x2296ffe0,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296fa80,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,ret,ret,0x228e8d90,0x2296c150,0x2288f7f0,0x228903d0,0x22970060
31,ENT_TYPE_FLOOR_DOOR_COG,9750,0x2287aed0,0x227fcd90,0x2296d1f0,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296c8a0,0x2296ced0,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c5e0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,0x2296ebf0,0x2296dbc0,0x2296ee00,0x2296c150,0x2288f7f0,0x228901e0,0x2296cec0
32,ENT_TYPE_FLOOR_DOOR_MOAI_STATUE,9702,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296f950,0x2296f8e0,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c070,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,ret,ret,0x228e8d90,0x2296c150,0x2288f7f0,0x22971390,0x2296c160
33,ENT_TYPE_FLOOR_DOOR_EGGSHIP,9654,0x2287aed0,0x227fcd90,0x2296d1f0,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296be60,0x2296e4e0,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296d2a0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,0x2296ebf0,0x2296d390,0x2296dc20,ret true,0x2287cc90,0x2288fa00,0x2296f1b0
34,ENT_TYPE_FLOOR_DOOR_EGGSHIP_ATREZZO,9606,0x2287aed0,0x227fcd90,0x2296d1f0,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296be60,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c7b0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,0x2296ebf0,0x2296dbc0,0x2296e540,ret true,0x2287cc90,0x2288fa00,0x2296f1b0
35,ENT_TYPE_FLOOR_DOOR_EGGSHIP_ROOM,9558,0x2287aed0,0x227fcd90,0x2296d1f0,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296be60,0x2296c020,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296c7b0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,0x2296ebf0,0x228e88b0,0x228e8d70,0x228e8da0,0x228e8db0,0x2288fa00,0x2296f1b0
36,ENT_TYPE_FLOOR_DOOR_EGGPLANT_WORLD,9510,0x2287aed0,0x227fcd90,0x2296d110,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,0x2296be60,0x2296c020,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x2296cf50,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0,0x2296ebf0,0x2296dbc0,0x2296ee00,0x2296c150,0x2288f7f0,0x2288f800,0x2296f1b0
37,ENT_TYPE_FLOOR_DOOR_PLATFORM,9470,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x227fd150,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,ret,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x229713a0,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
38,ENT_TYPE_FLOOR_SPIKES,9430,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x229844e0,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,0x22983a00,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x22983970,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
39,ENT_TYPE_FLOOR_SPIKES_UPSIDEDOWN,9390,0x2287aed0,0x227fcd90,ret,0x22926290,ret,0x227fd000,0x227fd0b0,0x227fd110,0x229844e0,0x227fd570,0x227fd580,ret 0,0x227fd5a0,0x227fd730,0x22927b90,0x227fd750,0x227fd770,0x227fd790,0x227fd930,0x227fd950,0x227fd960,0x227fe160,ret 0,ret,ret 0,ret,0x22984850,ret 0,ret,0x22927f40,ret,ret,0x22928420,ret,ret,0x227fe2f0,0x22984670,END OF ENTITY,0x22928d00,0x2292c410,0x2287cbd0
